GRPSORT,SNAME,COMMON_NAME,Author,synname,ALTSYN,GRANK,SRANK,FEDSTAT,SPROT,TRK,,,,,,,,,,,,,,
AF,Etheostoma zonale,Banded Darter,"Etheostoma zonaleÿ(Cope, 1868)",,,G5,S3,,,Watch List,,,,,,,,,,,,,,
AF,Fundulus catenatus,Northern Studfish,"Fundulus catenatusÿ(Storer, 1846)",,,G5,S3,,,Watch List,,,,,,,,,,,,,,
AF,Fundulus lineolatus,Lined Topminnow,"Fundulus lineolatusÿ(Agassiz, 1854)",,,G5,S3,,,Watch List,,,,,,,,,,,,,,
AF,Lampetra aepyptera,Least Brook Lamprey,"Lampetra aepypteraÿ(Abbott, 1860)",,,G5,S3,,,Watch List,,,,,,,,,,,,,,
AF,Lampetra appendix,American Brook Lamprey,"Lampetra appendixÿ(DeKay, 1842)",,,G4,S3,,,Watch List,,,,,,,,,,,,,,
AF,Margariscus margarita,Pearl Dace,"Margariscus margaritaÿ(Cope, 1867)",Semotilus margarita,,G5,S3,,,Watch List,,,,,,,,,,,,,,
AF,Moxostoma ariommum,Bigeye Jumprock,"Moxostoma ariommumÿRobins and Raney, 1956",Scartomyzon ariommus,,G4,S3,,,Watch List,,,,,,,,,,,,,,
AF,Moxostoma duquesnei,Black Redhorse,"Moxostoma duquesneiÿ(Lesueur, 1817)",,,G5,S3,,,Watch List,,,,,,,,,,,,,,
AF,Notropis chalybaeus,Ironcolor Shiner,"Notropis chalybaeusÿ(Cope, 1867)",,,G4,S3,,,Watch List,,,,,,,,,,,,,,
AF,Notropis chiliticus,Redlip Shiner,"Notropis chiliticusÿ(Cope, 1870)",,,G4,S3,,,Watch List,,,,,,,,,,,,,,
AF,Notropis sp. 4,Sawfin Shiner,Notropisÿsp. 4,,,G4,S3,,,Watch List,,,,,,,,,,,,,,
AF,Percina caprodes,Logperch,"Percina caprodesÿ(Rafinesque, 1818)",,,G5,S3,,,Watch List,,,,,,,,,,,,,,
AF,Percina gymnocephala,Appalachia Darter,"Percina gymnocephalaÿBeckham, 1980",,,G4,S3,,,Watch List,,,,,,,,,,,,,,
AF,Percina oxyrhynchus,Sharpnose Darter,"Percina oxyrhynchusÿ(Hubbs and Raney, 1939)",,,G4,S3,,,Watch List,,,,,,,,,,,,,,
AF,Phenacobius uranops,Stargazing Minnow,"Phenacobius uranopsÿCope, 1867",,,G4,S3,,,Watch List,,,,,,,,,,,,,,
AM,Blarina brevicauda telmalestes,Dismal Swamp Short-tailed Shrew,"Blarina brevicauda telmalestesÿMerriam, 1895",,,G5T3,S3,,,Watch List,,,,,,,,,,,,,,
AM,Lasionycteris noctivagans,Silver-haired Bat,"Lasionycteris noctivagansÿ(Le Conte, 1831)",,,G4,"SUB,S4N",,,Watch List,,,,,,,,,,,,,,
AM,Lasiurus cinereus,Hoary Bat,"Lasiurus cinereusÿ(Beauvois, 1796)",,,G3G4,"SUB,S3N",,,Watch List,,,,,,,,,,,,,,
AM,Mustela nivalis,Least Weasel,"Mustela nivalisÿLinnaeus, 1766",,,G5,S3,,,Watch List,,,,,,,,,,,,,,
AM,Neotoma magister,Allegheny Woodrat,"Neotoma magisterÿBaird, 1858",,,G3G4,S3,,,Watch List,,,,,,,,,,,,,,
AM,Peromyscus gossypinus,Cotton Mouse,"Peromyscus gossypinusÿ(Le Conte, 1853)",,,G5,S3,,,Watch List,,,,,,,,,,,,,,
AM,Sciurus niger niger,Southeastern Fox Squirrel,"Sciurus niger nigerÿLinnaeus, 1758",,,G5T5,S3,,,Watch List,,,,,,,,,,,,,,
AM,Sorex dispar,Long-tailed or Rock Shrew,"Sorex disparÿBatchelder, 1911",,,G4,S3,,,Watch List,,,,,,,,,,,,,,
AM,Sorex longirostris fisheri,Dismal Swamp Southeastern Shrew,"Sorex longirostris fisheriÿMerriam, 1895",,,G5T4,S3,,,Watch List,,,,,,,,,,,,,,
AM,Spilogale putorius,Alleghanian Spotted Skunk,"Spilogale putoriusÿ(Linnaeus, 1758)",,,G4,S3S4,,,Watch List,,,,,,,,,,,,,,
AM,Sylvilagus obscurus,New England Cottontail,"Sylvilagus obscurusÿChapman, Cramer, Deppenaar and Robinson, 1992",Sylvilagus transitionalis?,,G4,S4?,,,Watch List,,,,,,,,,,,,,,
AM,Sylvilagus palustris,Marsh Rabbit,"Sylvilagus palustrisÿ(Bachman, 1837)",,,G5,S3,,,Watch List,,,,,,,,,,,,,,
AM,Synaptomys cooperi helaletes,Dismal Swamp Bog Lemming,"Synaptomys cooperi helaletesÿMerriam, 1896",,,G5T3,S3,,,Watch List,,,,,,,,,,,,,,
AR,Farancia erytrogramma,Rainbow Snake,"Farancia erytrogrammaÿ(Palisot de Beauvois in Sonnini and Latreille, 1801)",,,G4,S3,,,Watch List,,,,,,,,,,,,,,
AR,Graptemys geographica,Northern Map Turtle,"Graptemys geographicaÿ(Le Sueur, 1817)",,,G4G5,S3,,,Watch List,,,,,,,,,,,,,,
AR,Malaclemys terrapin,Diamondback Terrapin,"Malaclemys terrapinÿ(Schoepff, 1793)",,,G4,S3,,,Watch List,,,,,,,,,,,,,,
AR,Opheodrys vernalis,Smooth Greensnake,"Opheodrys vernalisÿ(Harlan, 1827)",Liochlorophis vernalis,,G5,S3,,,Watch List,,,,,,,,,,,,,,
AR,Plestiodon anthracinus,Coal Skink,"Plestiodon anthracinusÿBaird, 1849 [or 1850]",Eumeces anthracinus,,G5,S3,,,Watch List,,,,,,,,,,,,,,
AR,Tantilla coronata,Southeastern Crowned Snake,"Tantilla coronataÿBaird and Girard, 1853",,,G5,S3,,,Watch List,,,,,,,,,,,,,,
ICMAL,Caecidotea recurvata,Southwestern Virginia Cave Isopod,"Caecidotea recurvataÿ(Steeves, 1963)",,,G5,S3,,,Watch List,,,,,,,,,,,,,,
ICMAL,Caecidotea richardsonae,Tennessee Valley Cave Isopod,"Caecidotea richardsonaeÿHay, 1901",,,G5,S3,,,Watch List,,,,,,,,,,,,,,
ICMAL,Cambarus angularis,Angled crayfish,"Cambarus angularisÿHobbs and Bouchard, 1994",,,G3,S3,,,Watch List,,,,,,,,,,,,,,
ICMAL,Cambarus chasmodactylus,New River crayfish,"Cambarus chasmodactylusÿJames, 1966",,,G4,S3,,,Watch List,,,,,,,,,,,,,,
ICMAL,Cambarus longirostris,Longnose crayfish,"Cambarus longirostrisÿFaxon, 1885",,,G5,S3,,,Watch List,,,,,,,,,,,,,,
ICMAL,Conasellus meriwetheri,Lewis' Groundwater isopod,"Conasellus meriwetheriÿLewis and Lewis, 2023",,,GNR,S3,,,Watch List,,,,,,,,,,,,,,
ICMAL,Conasellus pricei,Price's Cave Isopod,"Conasellus priceiÿ(Levi, 1949)",Caecidotea pricei,,G5,S3,,,Watch List,,,,,,,,,,,,,,
ICMAL,Crangonyx antennatus,Appalachian Valley Cave Amphipod,"Crangonyx antennatusÿCope and Packard, 1881",,,G5,S3,,,Watch List,,,,,,,,,,,,,,
ICMAL,Crangonyx montanus,A freshwater amphipod,"Crangonyx montanusÿZhang and Holsinger, 2003",,,G2,S3,,,Watch List,,,,,,,,,,,,,,
ICMAL,Creaserinus fodiens,Digger crayfish,"Creaserinus fodiensÿ(Cottle, 1863)","Fallicambarus uhleri,ÿFallicambarus fodiens",,G5,S3,,,Watch List,,,,,,,,,,,,,,
ICMAL,Faxonius cristavarius,Spiny stream Crayfish,"Faxonius cristavariusÿ(Taylor, 2000)",Orconectes cristavarius,,G5,S3,,,Watch List,,,,,,,,,,,,,,
ICMAL,Faxonius forceps,Surgeon crayfish,"Faxonius forcepsÿ(Faxon, 1884)",Orconectes forceps,=ÿCambarus forceps,G5,S3,,,Watch List,,,,,,,,,,,,,,
ICMAL,Faxonius obscurus,Allegheny Crayfish,"Faxonius obscurusÿ(Hagen, 1870)",Orconectes obscurus,=ÿCambarus obscurus,G5,S3,,,Watch List,,,,,,,,,,,,,,
ICMAL,Faxonius virginiensis,Chowanoke Crayfish,"Faxonius virginiensisÿ(Hobbs, 1951)",Orconectes virginiensis,,G3,S3,,,Watch List,,,,,,,,,,,,,,
ICMAL,Gammarus pseudolimnaeus,Northern Spring Amphipod,"Gammarus pseudolimnaeusÿBousfield, 1958",,,G5,S3,,,Watch List,,,,,,,,,,,,,,
ICMAL,Lacunicambarus diogenes,Devil Crawfish,"Lacunicambarus diogenesÿ(Girard, 1852)",Cambarus diogenes,,G5,S3,,,Watch List,,,,,,,,,,,,,,
ICMAL,Pseudobaicalasellus holsingeri,Greenbrier Valley Cave Isopod,"Pseudobaicalasellus holsingeriÿ(Steeves, 1963)",Caecidotea holsingeri,,G5,S3,,,Watch List,,,,,,,,,,,,,,
ICMAL,Pseudobaicalasellus vandeli,Vandel's Cave Isopod,Pseudobaicalasellus vandeli,Caecidotea vandeli,,G3G4,S3,,,Watch List,,,,,,,,,,,,,,
ICMAL,Stygobromus abditus,James Cave Amphipod,"Stygobromus abditusÿHolsinger, 1978",,,G2G3,S3,,,Watch List,,,,,,,,,,,,,,
ICMAL,Stygobromus araeus,Tidewater Interstitial Amphipod,"Stygobromus araeusÿ(Holsinger, 1969)",,,G3,S3,,,Watch List,,,,,,,,,,,,,,
ICMAL,Stygobromus estesi,Craig County Cave Amphipod,"Stygobromus estesiÿHolsinger, 1978",,,G4,S3,,,Watch List,,,,,,,,,,,,,,
ICMAL,Stygobromus foliatus,A Groundwater Amphipod,"Stygobromus foliatusÿHolsinger, 2011",,,G2,S3,,,Watch List,,,,,,,,,,,,,,
ICMAL,Stygobromus gracilipes,Shenandoah Valley Cave Amphipod,"Stygobromus gracilipesÿ(Holsinger, 1967)",,,G3G4,S3,,,Watch List,,,,,,,,,,,,,,
ICMAL,Stygobromus indentatus,Tidewater Amphipod,"Stygobromus indentatusÿ(Holsinger, 1967)",,,G3,S3,,,Watch List,,,,,,,,,,,,,,
ICMAL,Stygobromus spinosus,Blue Ridge Mountain Amphipod,"Stygobromus spinosusÿ(Hubricht and Mackin, 1940)",,,G3,S3,,,Watch List,,,,,,,,,,,,,,
IICLL,Pseudosinella granda,A Cave Springtail,"Pseudosinella grandaÿChristiansen and Bellinger, 1996",,,G3,S3,,,Watch List,,,,,,,,,,,,,,
IICLL,Pygmarrhopalites carolynae,A Cave Springtail,"Pygmarrhopalites carolynaeÿ(Christiansen and Bellinger, 1996)",,,G4,S3,,,Watch List,,,,,,,,,,,,,,
IICLL,Pygmarrhopalites clarus,A Cave Springtail,"Pygmarrhopalites clarusÿ(Christiansen, 1966)",,,G4,S3,,,Watch List,,,,,,,,,,,,,,
IICLL,Pygmarrhopalites marshalli,A Cave Springtail,"Pygmarrhopalites marshalliÿ(Christiansen and Bellinger, 1996)",,,G3,S3,,,Watch List,,,,,,,,,,,,,,
IICLL,Pygmarrhopalites pavo,A Cave Springtail,"Pygmarrhopalites pavoÿ(Christiansen and Bellinger, 1996)",,,G3?,S3,,,Watch List,,,,,,,,,,,,,,
IICLL,Schaefferia hubbardi,A Cave Springtail,"Schaefferia hubbardiÿThibaud, 1995",,,G2G3,S3,,,Watch List,,,,,,,,,,,,,,
IICLL,Sinella barri,Barr's Cave Springtail,"Sinella barriÿChristiansen, 1960",,,G5,S3,,,Watch List,,,,,,,,,,,,,,
IICOL,Anthophylax hoffmani,A longhorned beetle,"Anthophylax hoffmaniÿBeutenmueller, 1903",,,GNR,S1S3,,,Watch List,,,,,,,,,,,,,,
IICOL,Calligrapha pnirsa,A Leaf Beetle,"Calligrapha pnirsaÿSt†l, 1860",,,G3,S1S3,,,Watch List,,,,,,,,,,,,,,
IICOL,Cicindela dorsalis media,Southeastern Beach Tiger Beetle,"Cicindela dorsalis mediaÿLeConte, 1860",Habroscelimorpha dorsalis media,,G3T3,S3,,,Watch List,,,,,,,,,,,,,,
IICOL,Cicindela purpurea,Purple Tiger Beetle,"Cicindela purpureaÿOlivier, 1790",,,G5,S3,,,Watch List,,,,,,,,,,,,,,
IICOL,Cicindela splendida,Splendid Tiger Beetle,"Cicindela splendidaÿHentz, 1830",,,G5,S3,,,Watch List,,,,,,,,,,,,,,
IICOL,Helops sulcipennis,A Flightless Darkling Beetle,"Helops sulcipennisÿLeConte, 1866",,,G3?,S1S3,,,Watch List,,,,,,,,,,,,,,
IICOL,Hydraena maureenae,Maureen's Shale Stream Beetle,"Hydraena maureenaeÿPerkins, 1980",,,G3,S3,,,Watch List,,,,,,,,,,,,,,
IICOL,Megacephala carolina,Carolina Big-headed Tiger Beetle,"Megacephala carolinaÿ(Linnaeus, 1767)",Tetracha carolina,,G5,S3,,,Watch List,,,,,,,,,,,,,,
IICOL,Nicrophorus defodiens,A Burying Beetle,"Nicrophorus defodiensÿMannerheim, 1846",,,G5,S3,,,Watch List,,,,,,,,,,,,,,
IIHEM,Ctenotrachelus shermani,Combneck Assassin Bug,"Ctenotrachelus shermaniÿBarber, 1930",,,G3,S3,,,Watch List,,,,,,,,,,,,,,
IIHYM,Andrena chromotricha,Pigmented miner bee,"Andrena chromotrichaÿCockerell, 1899",,,GNR,S2S4,,,Watch List,,,,,,,,,,,,,,
IIHYM,Andrena fulvipennis,a mining bee,"Andrena fulvipennisÿSmith, 1853",,,GNR,S1S3,,,Watch List,,,,,,,,,,,,,,
IIHYM,Anthophora ursina,Bear-like digger bee,"Anthophora ursinaÿCresson, 1869",,,G4G5,S2S4,,,Watch List,,,,,,,,,,,,,,
IIHYM,Aphaenogaster floridana,An ant,"Aphaenogaster floridanaÿSmith, 1941",,,GNR,S1S3,,,Watch List,,,,,,,,,,,,,,
IIHYM,Bombus citrinus,Lemon cuckoo bumble bee,"Bombus citrinusÿ(Smith, 1854)",,,G4,S3,,,Watch List,,,,,,,,,,,,,,
IIHYM,Bombus fervidus,Yellow bumble bee,"Bombus fervidusÿ(Fabricius, 1798)",,,G3G4,S3,,,Watch List,,,,,,,,,,,,,,
IIHYM,Melissodes tepaneca,Tepanec long-horned bee,"Melissodes tepanecaÿCresson, 1878",,,GNR,SU,,,Watch List,,,,,,,,,,,,,,
IIHYM,Melitta eickworti,Deerberry Melitta,"Melitta eickwortiÿSnelling and Stage, 1995",,,GNR,SU,,,Watch List,,,,,,,,,,,,,,
IIHYM,Monomorium viridum,Green Monorium ant,"Monomorium viridumÿBrown, 1943",,,GNR,S1S3,,,Watch List,,,,,,,,,,,,,,
IIHYM,Nylanderia parasitica,An ant,"Nylanderia parasiticaÿMesser, Cover, and Rabeling, 2020",,,GNR,S1S3,,,Watch List,,,,,,,,,,,,,,
IIHYM,Osmia chalybea,A mason bee,"Osmia chalybeaÿSmith, 1853",,,G4G5,S2S3,,,Watch List,,,,,,,,,,,,,,
IIHYM,Osmia felti,A mason bee,"Osmia feltiÿCockerell, 1911",,,G3,S3,,,Watch List,,,,,,,,,,,,,,
IILEC,Korscheltellus gracilis,Conifer swift moth,"Korscheltellus gracilisÿ(Grote, [1865])",Hepialus gracilis,,GNR,S1S2,,,Watch List,,,,,,,,,,,,,,
IILEC,Sthenopis argenteomaculatus,Silver-spotted Ghost Moth,"Sthenopis argenteomaculatusÿ(Harris, 1842)",,,GNR,S1S3,,,Watch List,,,,,,,,,,,,,,
IILEC,Sthenopis pretiosus,Gold-spotted Ghost Moth,"Sthenopis pretiosusÿ(Herrich-Sch„ffer, [1856])",Sthenopis auratus,,G3G4,S1S3,,,Watch List,,,,,,,,,,,,,,
IILEL,Givira francesca,a carpenterworm moth,"Givira francescaÿ(Dyar, 1909)",,,GNR,S3,,,Watch List,,,,,,,,,,,,,,
IILEL,Inguromorpha basalis,Black-lined Carpenterworm Moth,"Inguromorpha basalisÿ(Walker, 1856)",,,G4,S1S3,,,Watch List,,,,,,,,,,,,,,
IILEM,Eulia ministrana,Ferruginous Eulia Moth,"Eulia ministranaÿ(Linnaeus, 1758)",,,GNR,S1S3,,,Watch List,,,,,,,,,,,,,,
IILEP,Amblyscirtes aesculapius,Lace-winged Roadside Skipper,"Amblyscirtes aesculapiusÿ(Fabricius, 1793)",,,G4,S3,,,Watch List,,,,,,,,,,,,,,
IILEP,Amblyscirtes carolina,Carolina Roadside Skipper,"Amblyscirtes carolinaÿ(Skinner, 1892)",,,G3G4,S3S4,,,Watch List,,,,,,,,,,,,,,
IILEP,Amblyscirtes reversa,Reversed Roadside Skipper,"Amblyscirtes reversaÿF. Jones, 1926",,,G3,S3,,,Watch List,,,,,,,,,,,,,,
IILEP,Atlides halesus,Great Purple Hairstreak,"Atlides halesusÿ(Cramer, 1777)",,,G5,S3,,,Watch List,,,,,,,,,,,,,,
IILEP,Celastrina nigra,Dusky Azure,"Celastrina nigraÿ(W. Forbes, 1960)",Celastrina ebenina,,GU,S3S4,,,Watch List,,,,,,,,,,,,,,
IILEP,Enodia creola,Creole Pearly Eye,"Enodia creolaÿ(Skinner, 1897)",,,G4,S3S4,,,Watch List,,,,,,,,,,,,,,
IILEP,Euphydryas phaeton,Baltimore Checkerspot,"Euphydryas phaetonÿ(Drury, 1773)",,,G4,S2S4,,,Watch List,,,,,,,,,,,,,,
IILEP,Hesperia leonardus,Leonard's Skipper,"Hesperia leonardusÿT. Harris, 1862",,,G4,S3?,,,Watch List,,,,,,,,,,,,,,
IILEP,Pieris virginiensis,West Virginia White,"Pieris virginiensisÿW. H. Edwards, 1870",,,G4,S3,,,Watch List,,,,,,,,,,,,,,
IILEP,Poanes aaroni,Aaron's Skipper,"Poanes aaroniÿ(Skinner, 1890)",,,G4,S3,,,Watch List,,,,,,,,,,,,,,
IILEP,Poanes yehl,Yehl Skipper,"Poanes yehlÿ(Skinner, 1893)",,,G4,S3,,,Watch List,,,,,,,,,,,,,,
IILEP,Polites mystic,Long Dash,"Polites mysticÿ(Edwards, 1863)",,,G5,S3,,,Watch List,,,,,,,,,,,,,,
IILEP,Satyrium edwardsii,Edwards' Hairstreak,"Satyrium edwardsiiÿ(Grote and Robinson, 1867)",,,G4,S3,,,Watch List,,,,,,,,,,,,,,
IILEP,Satyrium favonius ontario,Oak hairstreak(=Northern Hairstreak),"Satyrium favonius ontarioÿ(W. H. Edwards, 1868)",Fixsenia favonius ontario,,G5T4,S3,,,Watch List,,,,,,,,,,,,,,
IILEP,Speyeria diana,Diana Fritillary,"Speyeria dianaÿ(Cramer, 1777)",,,G2G3,S3,,,Watch List,,,,,,,,,,,,,,
IILEU,Cabera quadrifasciaria,Four-lined Cabera moth,"Cabera quadrifasciariaÿ(Packard, 1873)",,,GNR,S1S3,,,Watch List,,,,,,,,,,,,,,
IILEU,Dysstroma truncata,Marbled carpet,"Dysstroma truncataÿ(Hufnagel, 1767)",,,G5,S2S4,,,Watch List,,,,,,,,,,,,,,
IILEU,Erastria cruentaria,Thin-lined erastria moth,"Erastria cruentariaÿ(Hbner, 1799)",,,G4,S2S4,,,Watch List,,,,,,,,,,,,,,
IILEU,Eulithis molliculata,A Geometrid Moth,"Eulithis molliculataÿ(Walker, 1862)",,,G4,S3,,,Watch List,,,,,,,,,,,,,,
IILEU,Heliomata infulata,Rare Spring Moth,"Heliomata infulataÿ(Grote, 1863)",,,G3G4,S2S4,,,Watch List,,,,,,,,,,,,,,
IILEU,Homochlodes fritillaria,Dark Homochlodes moth,"Homochlodes fritillariaÿ(Guen‚e, [1858] in Boisduval and Guen‚e)",,,GNR,S2S4,,,Watch List,,,,,,,,,,,,,,
IILEU,Iridopsis pergracilis,a Geometrid moth,"Iridopsis pergracilisÿ(Hulst, 1900)",Anacamptodes pergracilis,,G4G5,S1S3,,,Watch List,,,,,,,,,,,,,,
IILEU,Mesoleuca ruficillata,White-ribboned carpet,"Mesoleuca ruficillataÿ(Guen‚e, [1858] in Boisduval and Guen‚e)",,,G5,S3,,,Watch List,,,,,,,,,,,,,,
IILEU,Metanema inatomaria,Pale metanema moth,"Metanema inatomariaÿGuen‚e, [1858] in Boisduval and Guen‚e",,,G5,S1S3,,,Watch List,,,,,,,,,,,,,,
IILEU,Metarranthis sp. 1,Mid-Atlantic metarranthis moth,Metarranthisÿsp. 1,,,G3G4,S1S3,,,Watch List,,,,,,,,,,,,,,
IILEU,Pero zalissaria,A Geometrid Moth,"Pero zalissariaÿ(Walker, 1860)",,,G4,S3,,,Watch List,,,,,,,,,,,,,,
IILEU,Petrophora subaequaria,Northern petrophora moth,"Petrophora subaequariaÿ(Walker, 1860 in Urban)",,,G5,S1S3,,,Watch List,,,,,,,,,,,,,,
IILEU,Speranza abruptata,A Geometrid Moth,"Speranza abruptataÿ(Walker, 1862)",Itame abruptata,,G5,S2S4,,,Watch List,,,,,,,,,,,,,,
IILEU,Speranza evagaria,A geometrid moth,"Speranza evagariaÿ(Hulst, 1900)",Itame evagaria,,G4G5,S1S3,,,Watch List,,,,,,,,,,,,,,
IILEU,Speranza exauspicata,A geometrid moth,"Speranza exauspicataÿ(Walker, 1861)",Itame exauspicata,,G5,S1S3,,,Watch List,,,,,,,,,,,,,,
IILEU,Speranza subcessaria,Barred Itame moth,"Speranza subcessariaÿ(Walker, 1861)",Itame subcessaria,,G5,S2S4,,,Watch List,,,,,,,,,,,,,,
IILEU,Xanthorhoe labradorensis,Labrador carpet,"Xanthorhoe labradorensisÿ(Packard, 1867)",,,G5,S2S4,,,Watch List,,,,,,,,,,,,,,
IILEX,Darapsa versicolor,Hydrangea sphinx,"Darapsa versicolorÿ(Harris, 1839)",,,G4?,S3,,,Watch List,,,,,,,,,,,,,,
IILEX,Isoparce cupressi,Cypress Sphinx,"Isoparce cupressiÿ(Boisduval, [1875])",,,G4,S3,,,Watch List,,,,,,,,,,,,,,
IILEX,Lintneria eremitus,Hermit sphinx,"Lintneria eremitusÿ(Hbner, [1823])",Sphinx eremitus,,G4G5,S1S3,,,Watch List,,,,,,,,,,,,,,
IILEX,Pachysphinx modesta,Big poplar sphinx moth,"Pachysphinx modestaÿ(Harris, 1839)",,,G5,S1S3,,,Watch List,,,,,,,,,,,,,,
IILEX,Sphinx chersis,Great ash sphinx,"Sphinx chersisÿ(Hbner, [1823])",,,G4,S2S4,,,Watch List,,,,,,,,,,,,,,
IILEX,Sphinx drupiferarum,Wild cherry sphinx,"Sphinx drupiferarumÿJ. E. Smith, 1797",,,G3G5,S1S3,,,Watch List,,,,,,,,,,,,,,
IILEX,Sphinx franckii,Franck's Sphinx,"Sphinx franckiiÿNeumoegen, 1893",,,G4G5,S3,,,Watch List,,,,,,,,,,,,,,
IILEY,Abrostola ovalis,A noctuid moth,"Abrostola ovalisÿGuen‚e, 1852",,,G4,S2S4,,,Watch List,,,,,,,,,,,,,,
IILEY,Acherdoa ferraria,Chocolate Moth,"Acherdoa ferrariaÿWalker, 1865",,,G5,S3,,,Watch List,,,,,,,,,,,,,,
IILEY,Acronicta radcliffei,Radcliffe?s dagger moth,"Acronicta radcliffeiÿ(Harvey, 1875)",,,G5,S2S4,,,Watch List,,,,,,,,,,,,,,
IILEY,Acronicta tristis,A dagger moth,"Acronicta tristisÿSmith, 1911",,,GNR,S1S3,,,Watch List,,,,,,,,,,,,,,
IILEY,Anaplectoides prasina,Green arches,"Anaplectoides prasinaÿ([Denis and Schiffermller], 1775)",,,G5,S1S3,,,Watch List,,,,,,,,,,,,,,
IILEY,Apamea cariosa,A noctuid moth,"Apamea cariosaÿ(Guen‚e, 1852)",,,G4,S1S3,,,Watch List,,,,,,,,,,,,,,
IILEY,Apamea indocilis,Ignorant Apamea moth,"Apamea indocilisÿ(Walker, 1856)",,,G5,S1S3,,,Watch List,,,,,,,,,,,,,,
IILEY,Apamea lignicolora,Hesitant dagger moth,"Apamea lignicoloraÿ(Guen‚e, 1852)",,,G5,S2S4,,,Watch List,,,,,,,,,,,,,,
IILEY,Apamea plutonia,A noctuid moth,"Apamea plutoniaÿ(Grote, 1883)",,,G5,S2S4,,,Watch List,,,,,,,,,,,,,,
IILEY,Apamea sordens,Bordered Apamea moth,"Apamea sordensÿ(Hufnagel, 1766)",Apamea finitima,,G5,S1S3,,,Watch List,,,,,,,,,,,,,,
IILEY,Argyrostrotis flavistriaria,Yellow-lined Chocolate Moth,"Argyrostrotis flavistriariaÿ(Hbner, 1831)",,,GNR,S1S3,,,Watch List,,,,,,,,,,,,,,
IILEY,Argyrostrotis quadrifilaris,Four-lined chocolate moth,"Argyrostrotis quadrifilarisÿ(Hbner, 1831)",,,G4,S1S3,,,Watch List,,,,,,,,,,,,,,
IILEY,Arugisa latiorella,Watson's Arugisa Moth,"Arugisa latiorellaÿ(Walker, 1863)",Arugisa watsoni,,G4,S1S3,,,Watch List,,,,,,,,,,,,,,
IILEY,Autographa ampla,Large looper moth,"Autographa amplaÿ(Walker, [1858])",,,G5,S1S3,,,Watch List,,,,,,,,,,,,,,
IILEY,Bellura brehmei,A wetland borer moth,"Bellura brehmeiÿ(Barnes and McDunnough, 1916)",,,GNR,S2S4,,,Watch List,,,,,,,,,,,,,,
IILEY,Catocala angusi,Angus? underwing,"Catocala angusiÿGrote, 1876",,,G4,S2S4,,,Watch List,,,,,,,,,,,,,,
IILEY,Catocala concumbens,Sleepy underwing,"Catocala concumbensÿWalker, [1858]",,,G5,S1S3,,,Watch List,,,,,,,,,,,,,,
IILEY,Catocala crataegi,Hawthorn underwing,"Catocala crataegiÿSaunders, 1876",,,G5,S2S4,,,Watch List,,,,,,,,,,,,,,
IILEY,Catocala insolabilis,Inconsolable underwing,"Catocala insolabilisÿGuen‚e, 1852",,,G5,S1S3,,,Watch List,,,,,,,,,,,,,,
IILEY,Catocala miranda,Miranda underwing,"Catocala mirandaÿH. Edwards, 1881",,,G3?,S2S4,,,Watch List,,,,,,,,,,,,,,
IILEY,Catocala parta,Mother underwing,"Catocala partaÿGuen‚e, 1852",,,G5,S2S4,,,Watch List,,,,,,,,,,,,,,
IILEY,Catocala robinsoni,Robinson's Underwing,"Catocala robinsoniÿGrote, 1872",,,G4?,S3,,,Watch List,,,,,,,,,,,,,,
IILEY,Catocala sappho,Sappho underwing,"Catocala sapphoÿStrecker, 1874",,,G4,S1S3,,,Watch List,,,,,,,,,,,,,,
IILEY,Catocala serena,Serene underwing,"Catocala serenaÿW. H. Edwards, 1864",,,G4G5,S2S4,,,Watch List,,,,,,,,,,,,,,
IILEY,Crambidia pura,Pure lichen moth,"Crambidia puraÿBarnes and McDunnough, 1913",,,G4,S1S3,,,Watch List,,,,,,,,,,,,,,
IILEY,Cucullia florea,A noctuid moth,"Cucullia floreaÿGuen‚e, 1852",,,G5,S2S4,,,Watch List,,,,,,,,,,,,,,
IILEY,Cutina aluticolor,A cypress moth,"Cutina aluticolorÿPogue and Ferguson, 1998",,,GNR,S3,,,Watch List,,,,,,,,,,,,,,
IILEY,Dasychira pinicola,Pine tussock moth,"Dasychira pinicolaÿ(Dyar, 1911)",,,G4,S1S3,,,Watch List,,,,,,,,,,,,,,
IILEY,Dasychira plagiata,A tussock moth,"Dasychira plagiataÿ(Walker, 1865)",,,G5,S2S4,,,Watch List,,,,,,,,,,,,,,
IILEY,Derrima stellata,Pink star moth,"Derrima stellataÿWalker, [1858]",,,G4,S1S3,,,Watch List,,,,,,,,,,,,,,
IILEY,Diachrysia balluca,A noctuid moth,"Diachrysia ballucaÿGeyer, 1832",,,G5,S1S3,,,Watch List,,,,,,,,,,,,,,
IILEY,Emarginea percara,A Noctuid Moth,"Emarginea percaraÿ(Morrison, 1875)",,,G4,S3,,,Watch List,,,,,,,,,,,,,,
IILEY,Eueretagrotis attenta,Attentive dart moth,"Eueretagrotis attentaÿ(Grote, 1874)",,,G5,S1S3,,,Watch List,,,,,,,,,,,,,,
IILEY,Eueretagrotis perattenta,Two-spot dart moth,"Eueretagrotis perattentaÿ(Grote, 1874)",,,G5,S1S3,,,Watch List,,,,,,,,,,,,,,
IILEY,Eueretagrotis sigmoides,Sigmoid Dart,"Eueretagrotis sigmoidesÿ(Guen‚e, 1852)",,,G5,S3,,,Watch List,,,,,,,,,,,,,,
